cat_num,format,parent_species,recordist,year,date_uploaded,asset_restricted,behaviors,age_sex,ml_collection_type,average_community_rating
602632801,audio,Luscinia megarhynchos,Rosa Benito Madariaga,2023,8/12/2023,Public,Call,Unknown – 1,,3
322889021,audio,Luscinia megarhynchos,Diogo  Portela,2021,4/4/2021,Public,Song,Unknown – 1,,5
582466541,audio,Luscinia megarhynchos,Adam Kuńka,2023,6/8/2023,Public,Song,,,4
151051141,audio,Luscinia megarhynchos,João Tomás,2019,4/14/2019,Public,Song,,,5
451117401,audio,Luscinia megarhynchos,Mike Sylvia,2022,5/20/2022,Public,,,,0
224648011,audio,Luscinia megarhynchos,Andy  Woodward,2020,4/18/2020,Public,Song,Adult Male – 1,,4
445586761,audio,Luscinia megarhynchos,Arnau Bonan,2022,5/8/2022,Public,,,,2
559383441,audio,Luscinia megarhynchos,Alejandro Sanz,2023,4/18/2023,Public,,,,0
348823221,audio,Luscinia megarhynchos,Anonymous,2021,6/19/2021,Public,,,,0
592616111,audio,Luscinia megarhynchos,Bob Hasenick,2023,7/9/2023,Public,Foraging or Eating; Song,Adult – 1,,4
460410151,audio,Luscinia megarhynchos,Oscar Wainwright,2022,6/18/2022,Public,,,,5
231230601,audio,Luscinia megarhynchos,Houman Doroudi,2020,5/6/2020,Public,Song,Adult Male – 1,,5
558948461,audio,Luscinia megarhynchos,Susana Noguera Hernández,2023,4/17/2023,Public,,,,0
502830241,audio,Luscinia megarhynchos,African Googre,2019,11/12/2022,Public,Song,Adult Male – 1,,3
338416281,audio,Luscinia megarhynchos,Christian Rixen,2021,5/15/2021,Public,,,,2
329290151,audio,Luscinia megarhynchos,Fernando T Rico,2021,4/23/2021,Public,Call,Adult Female – 1,,4
165384201,audio,Luscinia megarhynchos,Dario Taraborelli,2019,6/23/2019,Public,Song,Adult Male,,3
93215821,audio,Luscinia megarhynchos,Gustavo López,2018,4/6/2018,Public,,,,3.5
150367761,audio,Luscinia megarhynchos,Volodymyr Kucherenko,2019,4/11/2019,Public,Song,Adult Male,,1
233929271,audio,Luscinia megarhynchos,Sławomir Karpicki-Ignatowski🦤,2020,5/12/2020,Public,,,,5
327694701,audio,Luscinia megarhynchos,José María García Jiménez,2021,4/18/2021,Public,,,,0
472719411,audio,Luscinia megarhynchos,Gonzalo Bel Lallave,2022,8/5/2022,Public,,,,0
226856341,audio,Luscinia megarhynchos,Miguel Rodríguez Esteban NFC Station,2020,4/24/2020,Public,Song,,,5
583067461,audio,Luscinia megarhynchos,Fernando T Rico,2023,6/10/2023,Public,Call,,,4
559793071,audio,Luscinia megarhynchos,Renato Bagarrão,2023,4/19/2023,Public,,,,0
457986811,audio,Luscinia megarhynchos,Mileta Čeković,2022,6/9/2022,Public,,,,5
475687351,audio,Luscinia megarhynchos,Victoriano Mora Morillo,2022,8/16/2022,Public,,,,0
606803751,audio,Luscinia megarhynchos,Kriss Replogle,2023,8/25/2023,Public,Call,Adult – 2,,5
450385971,audio,Luscinia megarhynchos,Theo Rickert,2022,5/18/2022,Public,,,,0
571269301,audio,Luscinia megarhynchos,Paweł Maciszkiewicz,2023,5/13/2023,Public,Song,Adult Male – 1,,4
343322731,audio,Luscinia megarhynchos,Peyton Stone,2021,5/29/2021,Public,Song,,,4
338420091,audio,Luscinia megarhynchos,Radovan Václav,2021,5/15/2021,Public,"Courtship, Display, or Copulation; Song",Adult Male – 1,,5
104937,audio,Luscinia megarhynchos,Linda Macaulay,1997,7/20/2016,Public,Call; Song,Unknown – 1,archive,3
561602331,audio,Luscinia megarhynchos,Thomas Brooks,2023,4/23/2023,Public,,,,0
225150691,audio,Luscinia megarhynchos,Ed Stubbs,2020,4/19/2020,Public,,,,4.5
442058481,audio,Luscinia megarhynchos,Jesús Iglesias,2022,4/30/2022,Public,,,,0
57406261,audio,Luscinia megarhynchos,Craig Robson,2017,5/9/2017,Public,Song,Adult,,3
224392611,audio,Luscinia megarhynchos,Andy  Woodward,2020,4/17/2020,Public,,Adult Male – 1,,2
566015081,audio,Luscinia megarhynchos,Korah Rahtahmah,2023,5/2/2023,Public,,,,0
439817371,audio,Luscinia megarhynchos,Francisco Molinero,2022,4/25/2022,Public,,,,0
577956021,audio,Luscinia megarhynchos,Kakul Paul,2023,5/27/2023,Public,,,,0
564787351,audio,Luscinia megarhynchos,Thomas Brooks,2023,4/30/2023,Public,,,,0
589429491,audio,Luscinia megarhynchos,Stivi Musievski,2023,6/29/2023,Public,Song,,,0
451191531,audio,Luscinia megarhynchos,Fernando Ávila Vico,2022,5/20/2022,Public,,,,0
460440831,audio,Luscinia megarhynchos,Ivan V,2022,6/18/2022,Public,,,,5
452474771,audio,Luscinia megarhynchos,Török Tamás,2022,5/23/2022,Public,Song,,,4
434788931,audio,Luscinia megarhynchos,Alfonso Cobo,2022,4/12/2022,Public,,,,4
561264991,audio,Luscinia megarhynchos,Radovan Václav,2023,4/22/2023,Public,Song,Adult Male – 1,,0
468722521,audio,Luscinia megarhynchos,Isabelle Chalanton,2022,7/20/2022,Public,,,,0
561662781,audio,Pica pica,Fernando T Rico,2023,4/23/2023,Public,,,,3.5
185085461,audio,Pica pica,Richard Littauer,2019,10/30/2019,Public,,,,3.33
142713471,audio,Pica pica,Brian Sullivan,2019,2/26/2019,Public,Flight Call,,,3.33
498023891,audio,Pica pica,Paulo Narciso,2021,10/27/2022,Public,Call,Adult – 1,,3.8
372307961,audio,Pica pica,Kornelija K.,2021,9/25/2021,Public,,,,0
454499211,audio,Pica pica,Patrice Dubus,2021,5/29/2022,Public,,,,3
330481011,audio,Pica pica,Peter Boesman,2021,4/26/2021,Public,Call,,,3
547081751,audio,Pica pica,Muammer Ülker,2023,3/19/2023,Public,Call,,,5
432561811,audio,Pica pica,Jeffrey Roth,2022,4/6/2022,Public,Call,,,2
529347261,audio,Pica pica,Jorge Leitão,2023,1/29/2023,Public,Call,,,0
52274411,audio,Pica pica,Malinda Chapman,2017,3/25/2017,Public,Call,,,2.33
516056491,audio,Pica pica,Wiktor Nowicki,2022,12/24/2022,Public,,,,0
536280241,audio,Pica pica,Jock McCracken,2019,2/17/2023,Public,,,,0
391562121,audio,Pica pica,Francisco Molinero,2021,11/28/2021,Public,,,,0
559793081,audio,Pica pica,Joel Dankert,2023,4/19/2023,Public,,,,3
203966781,audio,Pica pica,Phil Gregory | Sicklebill Safaris | www.birder.travel,2018,2/3/2020,Public,Call,,,2
383812991,audio,Pica pica,Adrien Mauss,2021,10/30/2021,Public,Call,,,4
530813041,audio,Pica pica,Jorge Leitão,2023,2/2/2023,Public,Call,,,0
474442071,audio,Pica pica,Gonzalo Bel Lallave,2022,8/11/2022,Public,,,,0
120896301,audio,Pica pica,Derek  O Driscoll,2018,10/28/2018,Public,Call,,,4.33
413050401,audio,Pica pica,Francisco Molinero,2022,2/5/2022,Public,,,,0
347550861,audio,Pica pica,Lucas Schrader,2014,6/13/2021,Public,,,,4.5
470455861,audio,Pica pica,Ramit Singal,2022,7/27/2022,Public,Call; Foraging or Eating,Adult – 2,,2
151175111,audio,Pica pica,Jorge Leitão,2018,4/15/2019,Public,Call,,,4.33
531425161,audio,Pica pica,African Googre,2023,2/4/2023,Public,Call,Adult – 1,,3
590044391,audio,Pica pica,African Googre,2023,7/1/2023,Public,Call,Juvenile – 2,,3
163948741,audio,Pica pica,Thomas Brooks,2019,6/12/2019,Public,,,,1
185085051,audio,Pica pica,Richard Littauer,2019,10/30/2019,Public,,,,1
382612611,audio,Pica pica,Simon  Cooper,2021,10/25/2021,Public,,,,0
180372671,audio,Pica pica,Jorge Leitão,2019,10/4/2019,Public,,,,3.67
539603411,audio,Pica pica,Fernando T Rico,2023,2/26/2023,Public,,,,0
270086931,audio,Pica pica,Peter Boesman,2020,10/11/2020,Public,Call,,,3
367160551,audio,Pica pica,Sławomir Karpicki-Ignatowski🦤,2021,9/6/2021,Public,Call,,,3.5
218814481,audio,Pica pica,Francisco Javier  Calvo lesmes,2020,3/28/2020,Public,,,,4
266337021,audio,Pica pica,Eduardo Realinho,2020,9/27/2020,Public,Call,,,3.5
220081391,audio,Pica pica,Anonymous,2020,4/2/2020,Public,,,,3.25
550668831,audio,Pica pica,Sreekumar Chirukandoth,2023,3/28/2023,Public,,,,3
33172391,audio,Pica pica,Jorge Matute Asencio,2016,8/23/2016,Public,,,,1
550668811,audio,Pica pica,Sreekumar Chirukandoth,2023,3/28/2023,Public,,,,4
416138771,audio,Pica pica,Martin  Mühlbach,2022,2/14/2022,Public,,,,3
244003741,audio,Pica pica,Mark Lewis,2020,6/17/2020,Public,Call; Foraging or Eating,Juvenile – 2,,2
464423891,audio,Pica pica,Dibyendu Ash,2022,7/3/2022,Public,,,,0
585523791,audio,Pica pica,Carlos Puente,2023,6/17/2023,Public,,,,4
178219281,audio,Pica pica,Nils Mosh,2019,9/21/2019,Public,Call; Foraging or Eating; Song,Unknown – 2,,4.25
269738691,audio,Pica pica,Fernando T Rico,2020,10/10/2020,Public,,,,4
499399131,audio,Pica pica,Alejandro Sanz,2022,10/31/2022,Public,,,,4
514639091,audio,Pica pica,Juan Mesquida,2022,12/19/2022,Public,,,,0
107975551,audio,Pica pica,Dominic Garcia-Hall,2018,7/19/2018,Public,,,,4.6
203547271,audio,Pica pica,Orlando Jarquín,2020,1/28/2020,Public,Foraging or Eating; Song,,,4
199837091,audio,Pica pica,Nelson Conceição,2020,1/17/2020,Public,Call,,,3.67
314354351,audio,Pica pica,Huw Lloyd,2021,3/7/2021,Public,,,,1.5
544932281,audio,Pica pica,Jock McCracken,2019,3/13/2023,Public,,,,0
462398841,audio,Pica pica,African Googre,2022,6/25/2022,Public,Call,Adult – 2; Juvenile – 1,,5
601304591,audio,Pica pica,Fernando T Rico,2023,8/7/2023,Public,,,,4
451123621,audio,Pica pica,William Buswell,2022,5/20/2022,Public,,,,0
371602021,audio,Pica pica,Mészáros József,2021,9/22/2021,Public,,,,4.5
306692711,audio,Pica pica,Hélio Batista,2021,2/12/2021,Public,,,,3
65222781,audio,Pica pica,Nicholas Allen,2017,8/5/2017,Public,Call,,,2.33
421277271,audio,Pica pica,John L. Muddeman,2022,3/1/2022,Public,Song,,,3
285728191,audio,Pica pica,Fernando T Rico,2020,12/6/2020,Public,,Adult – 1,,3.5
179504881,audio,Pica pica,José-María García-Carrasco,2019,9/29/2019,Public,,,,3
588118971,audio,Pica pica,Andrew Skotnicki,2023,6/25/2023,Public,Call,,,3
203973881,audio,Pica pica,Laurent Demongin,2010,2/3/2020,Public,Call,,,3.83
219809311,audio,Pica pica,Puja Sharma,2017,4/1/2020,Public,Call,Adult – 1,,3
481490981,audio,Pica pica,Geoff Morgan,2022,9/5/2022,Public,,,,3
165964661,audio,Pica pica,Julia Plummer,2019,6/27/2019,Public,Call,,,3
458170111,audio,Pica pica,Pantea Golzari,2022,6/10/2022,Public,,,,0
498291791,audio,Pica pica,Gonzalo Bel Lallave,2022,10/28/2022,Public,,,,0
592386211,audio,Pica pica,Katie Loyd,2023,7/9/2023,Public,,,,0
358201961,audio,Pica pica,Peter Kaestner,2021,8/1/2021,Public,Call,Immature – 1,,2
258951291,audio,Pica pica,Helio Ruipérez,2020,8/30/2020,Public,,,,3.67
458142911,audio,Pica pica,Pantea Golzari,2022,6/10/2022,Public,,,,0
51352451,audio,Pica pica,Glen Chapman,2017,3/16/2017,Public,Call,,,3.25
303644361,audio,Pica pica,João Lima,2021,2/2/2021,Public,,,,3
700610,audio,Pica pica,Eric francois Roualet,2018,1/28/2020,Public,Call,,archive,1
528686461,audio,Pica pica,Ricardo Pérez Rodríguez,2023,1/27/2023,Public,,,,0
314363201,audio,Pica pica,Kalle Rainio,2021,3/7/2021,Public,Call,,,2.5
537055401,audio,Pica pica,Ryan Irvine,2023,2/19/2023,Public,,,,0
102471361,audio,Pica pica,Pedro Miguel Gomes de Freitas,2018,5/29/2018,Public,Call,Adult Male,,2
339404731,audio,Pica pica,Guillermo López Zamora,2021,5/17/2021,Public,,,,4
371542101,audio,Pica pica,Luis Ferreira,2021,9/22/2021,Public,,,,2
417835251,audio,Pica pica,Kevin Smith,2022,2/19/2022,Public,,,,0
203909671,audio,Pica pica,Josep del Hoyo,2017,2/3/2020,Public,Call,,,3.2
353201561,audio,Pica pica,Евгения Смирнова,2021,7/9/2021,Public,,,,3
388029691,audio,Pica pica,Mark Lewis,2021,11/14/2021,Public,Call,Unknown – 1,,4
105887401,audio,Pica pica,Orlando Jarquín,2018,6/29/2018,Public,Call,,,3
326801461,audio,Pica pica,Pedro Cardia,2018,4/16/2021,Public,Song,Adult – 1,,1
371605481,audio,Pica pica,Mészáros József,2021,9/22/2021,Public,,,,4.5
477383971,audio,Pica pica,Javier Prieta,2022,8/22/2022,Public,,,,0
476193101,audio,Pica pica,Jesús González,2022,8/18/2022,Public,,,,0
387637721,audio,Pica pica,Aitor Zabala,2021,11/13/2021,Public,Call; Non-vocal,,,3
70916921,audio,Pica pica,Anonymous,2017,10/5/2017,Public,,,,3.25
395722981,audio,Pica pica,David Garrigues,2021,12/13/2021,Public,Call; Foraging or Eating; Song,Adult – 1,,5
373467941,audio,Pica pica,Mészáros József,2021,9/29/2021,Public,,,,1
486392311,audio,Pica pica,Jose Manuel Reyes Paez,2022,9/22/2022,Public,,,,0
600574751,audio,Pica pica,Andrew Skotnicki,2023,8/5/2023,Public,Call,,,3
482005321,audio,Pica pica,Jesús González,2022,9/7/2022,Public,,,,3
606850481,audio,Pica pica,Kriss Replogle,2023,8/25/2023,Public,Call,,,3
126049491,audio,Pica pica,Joseph Rowsome,2018,12/1/2018,Public,Flight Call,,,2
504861351,audio,Pica pica,Ivan V,2022,11/18/2022,Public,,,,5
356842721,audio,Riparia riparia,John Shenot,2021,7/25/2021,Public,,,,3.25
307753681,audio,Riparia riparia,Will Anderson,2019,2/14/2021,Public,,,,1.92
601220981,audio,Riparia riparia,David Kuster,2023,8/7/2023,Public,,,,0
175743901,audio,Riparia riparia,Mark Greene,2019,9/5/2019,Public,Call,,,3.06
344141921,audio,Riparia riparia,John M Campbell,2021,5/31/2021,Public,,,,2.5
458611771,audio,Riparia riparia,Luke Berg,2022,6/11/2022,Public,,,,1.78
464239321,audio,Riparia riparia,Holger Schneider,2022,7/2/2022,Public,,,,2.22
237214091,audio,Riparia riparia,Christoph Moning,2020,5/21/2020,Public,Call,Adult – 100,,3
369721181,audio,Riparia riparia,Dana Sterner,2021,9/15/2021,Public,,,,2.75
106778711,audio,Riparia riparia,Glenn Hodgkins,2018,7/7/2018,Public,Call,,,2.93
57524271,audio,Riparia riparia,Jay McGowan,2017,5/10/2017,Public,Call,Adult,,3.2
73137481,audio,Riparia riparia,Colin Meusel,2017,10/26/2017,Public,,,,1.8
603551561,audio,Riparia riparia,ismael chavez,2023,8/14/2023,Public,,,,0
576467211,audio,Riparia riparia,Victor Chen,2023,5/23/2023,Public,,,,2.4
360523051,audio,Riparia riparia,Anonymous,2021,8/11/2021,Public,,,,2.75
169242991,audio,Riparia riparia,Mark W11 Kulstad,2010,7/22/2019,Public,Song,Adult,,2.36
396341651,audio,Riparia riparia,Zaber Ansary - BirdingBD.com,2021,12/16/2021,Public,,,,3.42
31277501,audio,Riparia riparia,Brian Sullivan,2016,7/16/2016,Public,Flight Call,,,2.8
258157001,audio,Riparia riparia,Joe Gyekis,2020,8/26/2020,Public,,,,2
30229181,audio,Riparia riparia,Jay McGowan,2016,6/15/2016,Public,Call,Adult,,2.47
422740131,audio,Riparia riparia,Bettsi Carolina Quintero,2022,3/6/2022,Public,,,,2.64
237475901,audio,Riparia riparia,Matt Ratcliffe,2020,5/22/2020,Public,,,,2.25
341460691,audio,Riparia riparia,Matt Schloss,2021,5/23/2021,Public,,,,2.67
352271311,audio,Riparia riparia,Bernard Tremblay,2021,7/4/2021,Public,,,,3.25
384960191,audio,Riparia riparia,Pablo Hernan Capovilla,2021,11/3/2021,Public,Flight Song,,,2.45
8602,audio,Riparia riparia,Robert C. Stein,1962,7/20/2016,Public,,Adult – 100,archive,2.8
319322841,audio,Riparia riparia,Cin-Ty Lee-NFC Lee,2021,3/23/2021,Public,Flight Call,,,3.17
223778621,audio,Riparia riparia,Bridget Powell,2020,4/15/2020,Public,,,,1.86
445488751,audio,Riparia riparia,Felipe Lopez,2022,5/7/2022,Public,,,,2.5
574147011,audio,Riparia riparia,Carmen Gumina,2023,5/18/2023,Public,,,,3.17
161443541,audio,Riparia riparia,Mark Burns,2019,5/28/2019,Public,Call,,,2.43
322443531,audio,Riparia riparia,Orlando Jarquín,2021,4/3/2021,Public,,,,3.08
163746071,audio,Riparia riparia,Ken Chamberlain,2019,6/11/2019,Public,Flight Call,,,3.2
346397681,audio,Riparia riparia,Bradley Yee,2021,6/9/2021,Public,Call,Adult – 1,,3.25
579620721,audio,Riparia riparia,John Hiebert,2023,5/31/2023,Public,,,,3.2
241867681,audio,Riparia riparia,Cameron Monson,2020,6/8/2020,Public,Flight Call,,,2.5
230845721,audio,Riparia riparia,Jonathan Nakai,2020,5/5/2020,Public,,,,1.85
599293371,audio,Riparia riparia,Cristina Hartshorn,2023,7/31/2023,Public,Call,,,0
97476611,audio,Riparia riparia,Lisa Maier,2018,5/1/2018,Public,,,,1.67
314778731,audio,Riparia riparia,Sandra Fernandes,2021,3/8/2021,Public,,,,2
101819741,audio,Riparia riparia,Bryant Olsen,2018,5/24/2018,Public,Call,Adult,,2.6
346031061,audio,Riparia riparia,Skyler Bol,2021,6/7/2021,Public,,,,3.08
583218521,audio,Riparia riparia,Hilary Turner,2023,6/10/2023,Public,Flying,,,2.75
456204501,audio,Riparia riparia,Matthew Brown,2022,6/3/2022,Public,,,,3.4
228065571,audio,Riparia riparia,Anonymous,2020,4/27/2020,Public,Call; Flying,,,2.43
459658491,audio,Riparia riparia,Chris Fischer,2022,6/15/2022,Public,,,,3
386675211,audio,Riparia riparia,Adrien Mauss,2021,11/9/2021,Public,Flight Call,,,3.25
246784091,audio,Riparia riparia,Bill Schmoker,2020,6/30/2020,Public,Call; Carrying Food; Feeding Young; Flight Call; Flying,Adult – 25,,3.23
107280271,audio,Riparia riparia,Ben Evans,2018,7/12/2018,Public,,,,1.8
111162771,audio,Riparia riparia,Colby Neuman,2018,8/17/2018,Public,Call,Unknown,,1.29
602623941,audio,Riparia riparia,Fernando T Rico,2023,8/12/2023,Public,,,,4
355877651,audio,Riparia riparia,André Desrochers (enregistrement),2021,7/21/2021,Public,Flight Call,,,3.33
473527881,audio,Riparia riparia,Zak Pohlen,2022,8/8/2022,Public,Call; Flying,,,3
218834551,audio,Riparia riparia,Emily Hjalmarson,2019,3/28/2020,Public,,,,2.07
589165061,audio,Riparia riparia,Timothy Graves,2023,6/28/2023,Public,Call; Flying,Unknown – 3,,2
353861061,audio,Riparia riparia,Kathryn Dia,2021,7/11/2021,Public,,,,2.17
476270831,audio,Riparia riparia,Jannik Stipp,2022,8/18/2022,Public,,,,2.8
183665251,audio,Riparia riparia,A Emmerson,2019,10/22/2019,Public,Flight Call,Adult – 1,,2.14
168448761,audio,Riparia riparia,Ronda Roaring,2019,7/16/2019,Public,Call,,,2.07
594264041,audio,Riparia riparia,Thomas Brooks,2023,7/15/2023,Public,,,,0
199413211,audio,Riparia riparia,Michael O'Brien,2001,1/14/2020,Public,Call; Flying; Song,,,3.14
304442,audio,Riparia riparia,Peter Boesman,2007,12/15/2020,Public,Call,,archive,3.79
319322851,audio,Riparia riparia,Cin-Ty Lee-NFC Lee,2021,3/23/2021,Public,Flight Call,,,2.5
461454531,audio,Riparia riparia,Johanne Simard,2022,6/21/2022,Public,,,,2
166426281,audio,Riparia riparia,Jordan Wolf,2019,6/30/2019,Public,Flight Call,Adult,,3.27
311365581,audio,Riparia riparia,Paulo Alves,2021,2/25/2021,Public,Call; Flight Call; Flying,,,2.85
466867011,audio,Riparia riparia,Daniel Jauvin,2020,7/12/2022,Public,Flight Song; Flying,Adult – 4,,3.22
230535571,audio,Riparia riparia,Christoph Moning,2020,5/4/2020,Public,Call; Flight Call; Nest Building; Song,Adult – 100,,2.38
416755341,audio,Riparia riparia,Nathan Pieplow,2008,2/16/2022,Public,,,,2.92
582187231,audio,Riparia riparia,Joshua Malbin,2023,6/7/2023,Public,,,,3
548940921,audio,Riparia riparia,Jaime Pires,2023,3/24/2023,Public,,,,3.8
248812571,audio,Riparia riparia,Lisa Schibley,2020,7/11/2020,Public,,,,2.5
167622891,audio,Riparia riparia,John Patterson,2019,7/9/2019,Public,Call,Adult,,3.44
348907521,audio,Riparia riparia,Pat Lucas,2021,6/19/2021,Public,Flying,,,3.42
337574141,audio,Riparia riparia,Michael Degerstrom,2021,5/12/2021,Public,,,,3.08
464451271,audio,Riparia riparia,Mark Ross,2020,7/3/2022,Public,,,,1.89
541177251,audio,Riparia riparia,Jock McCracken,2022,3/2/2023,Public,,,,2.8
417303091,audio,Riparia riparia,Jordi Calvet,2021,2/18/2022,Public,Call; Carrying Food; Feeding Young; Flight Call; Flying,,,3.92
585368301,audio,Riparia riparia,Bryan White,2023,6/16/2023,Public,,,,2.2
437249131,audio,Riparia riparia,Kent Weakley,2022,4/18/2022,Public,,,,1.45
582536391,audio,Riparia riparia,Scott Godshall,2023,6/8/2023,Public,Flight Call,,,3
569095651,audio,Riparia riparia,Davida Kalina,2023,5/8/2023,Public,Call,,,2.3
355338171,audio,Riparia riparia,Kathryn Speirs,2021,7/18/2021,Public,,,,2.83
214648481,audio,Riparia riparia,Gabriel Leite,2017,3/10/2020,Public,,,,3.43
345660371,audio,Riparia riparia,Julia Plummer,2021,6/6/2021,Public,Call; Flying,Adult – 2,,2.75
170861711,audio,Riparia riparia,Stephen Suddjian,2019,8/2/2019,Public,,,,1.87
209018261,audio,Riparia riparia,Daniel Lane,2010,2/13/2020,Public,,,,2.4
585969121,audio,Riparia riparia,Sławomir Karpicki-Ignatowski🦤,2023,6/18/2023,Public,Feeding Young; Flight Call,,,3.2
252343071,audio,Riparia riparia,Steven Mlodinow,2020,7/29/2020,Public,Call,,,3.31
345573371,audio,Riparia riparia,Carl Hughes,2021,6/6/2021,Public,,,,2.08
517211501,audio,Riparia riparia,Richard Buist,2022,12/27/2022,Public,,,,2.8
478207951,audio,Riparia riparia,Fernando T Rico,2022,8/25/2022,Public,,,,2.3
559403291,audio,Riparia riparia,Mileta Čeković,2023,4/18/2023,Public,,,,2.7
482307921,audio,Riparia riparia,Tim Loyd,2022,9/8/2022,Public,,,,1.8
246599271,audio,Riparia riparia,Kathryn Milligan,2020,6/29/2020,Public,Flight Song,Adult – 2,,2.08
335296231,audio,Riparia riparia,Hazem Alkhan,2021,5/8/2021,Public,,,,2.75
579619821,audio,Riparia riparia,John Hiebert,2023,5/31/2023,Public,,,,1.4
8601,audio,Riparia riparia,George B. Reynard,1958,7/20/2016,Public,Call,,archive,2.67
172456771,audio,Riparia riparia,Miguel Rodríguez Esteban,2019,8/14/2019,Public,Flight Call,,,3.27
381253721,audio,Riparia riparia,Nick Ramsey,2021,10/20/2021,Public,,,,2.92
464217391,audio,Sitta europaea,Fernando Aranguren jimenez,2022,7/2/2022,Public,,,,0
305396,audio,Sitta europaea,Peter Boesman,2018,12/15/2020,Public,Song,,archive,1
140318731,audio,Sitta europaea,PT xiao,2019,2/12/2019,Public,,,,2.5
178701061,audio,Sitta europaea,Santiago Caballero Carrera,2019,9/24/2019,Public,Call,,,4.14
217242991,audio,Sitta europaea,Thomas Brooks,2020,3/22/2020,Public,,,,1
127585671,audio,Sitta europaea,A Emmerson,2018,12/9/2018,Public,Song,Adult,,3.5
91483421,audio,Sitta europaea,Laura Rollán,2018,3/26/2018,Public,,,,3
584358161,audio,Sitta europaea,A Emmerson,2023,6/13/2023,Public,Call,Adult – 1,,3
397187801,audio,Sitta europaea,Álvaro Crego Deán,2021,12/19/2021,Public,,,,0
87433391,audio,Sitta europaea,Miguel Ángel Madrid Gómez,2018,2/25/2018,Public,Call,Adult,,4
514210371,audio,Sitta europaea,Sever Nagulov,2022,12/18/2022,Public,Call,,,5
573665991,audio,Sitta europaea,Derek Heins,2023,5/17/2023,Public,,,,0
182517701,audio,Sitta europaea,Erik Ostrander,2019,10/16/2019,Public,Call,,,4.5
549186051,audio,Sitta europaea,Carlos Pereira,2023,3/24/2023,Public,,,,0
178128501,audio,Sitta europaea,Andy  Woodward,2019,9/21/2019,Public,,,,3
594157581,audio,Sitta europaea,James Lambert,2023,7/15/2023,Public,Call,Immature – 1,,3
228546741,audio,Sitta europaea,João Tiago Tavares,2020,4/29/2020,Public,Call,,,3
252067971,audio,Sitta europaea,Radovan Václav,2020,7/28/2020,Public,Call,,,5
472473281,audio,Sitta europaea,Ramit Singal,2022,8/4/2022,Public,Call; Foraging or Eating,Adult – 1,,3
505120821,audio,Sitta europaea,Holger Schneider,2022,11/19/2022,Public,,,,0
305260,audio,Sitta europaea,Peter Boesman,2017,12/15/2020,Public,Call,,archive,3.5
536824361,audio,Sitta europaea,Javi Jiménez,2023,2/19/2023,Public,,,,2
318955141,audio,Sitta europaea,Alan Younger,2021,3/22/2021,Public,,,,3
554950861,audio,Sitta europaea,Gregorio Chaguaceda Tomás,2023,4/8/2023,Public,,,,2
547104321,audio,Sitta europaea,Ivan V,2023,3/19/2023,Public,,,,3
576699371,audio,Sitta europaea,Fernando T Rico,2023,5/24/2023,Public,,,,4.5
357361801,audio,Sitta europaea,Anonymous,2021,7/28/2021,Public,,,,0
343624911,audio,Sitta europaea,Lars Mannzen,2021,5/30/2021,Public,,,,0
596963051,audio,Sitta europaea,Andy Butler,2022,7/24/2023,Public,,,,0
517832541,audio,Sitta europaea,Mark Lewis,2022,12/29/2022,Public,Call; Foraging or Eating,Unknown – 1,,5
203951151,audio,Sitta europaea,Eric francois Roualet,2019,2/3/2020,Public,Song,Adult Male – 1,,5
368156461,audio,Sitta europaea,Alexander Lees,2021,9/10/2021,Public,Call,,,2
463772081,audio,Sitta europaea,Fernando Aranguren jimenez,2022,6/30/2022,Public,,,,0
146832201,audio,Sitta europaea,Alfredo  Sánchez Galán,2019,3/23/2019,Public,,,,2
294869771,audio,Sitta europaea,Miguel Rodríguez Esteban,2021,1/5/2021,Public,,,,3.5
255056081,audio,Sitta europaea,Anonymous,2020,8/12/2020,Public,,,,4.5
222293141,audio,Sitta europaea,Pedro Moreira,2020,4/10/2020,Public,,,,3.5
540829081,audio,Sitta europaea,A Emmerson,2022,3/1/2023,Public,Call,Adult – 1,,3
547898341,audio,Sitta europaea,Sheng Wun Jheng,2023,3/21/2023,Public,Song,Adult – 1,,0
519362921,audio,Sitta europaea,Anonymous,2022,1/2/2023,Public,,,,0
557938171,audio,Sitta europaea,Tamas Zeke,2023,4/15/2023,Public,,,,2
396814691,audio,Sitta europaea,Jaime García de Rueda,2021,12/18/2021,Public,,,,0
546526701,audio,Sitta europaea,Ricardo Rojo,2023,3/17/2023,Public,,,,0
125388251,audio,Sitta europaea,Aitor Mora Solano,2018,11/26/2018,Public,Call,,,4
296303201,audio,Sitta europaea,Roque Rodríguez,2021,1/10/2021,Public,,,,1
529283241,audio,Sitta europaea,Akinori Miura,2023,1/28/2023,Public,,,,0
335835251,audio,Sitta europaea,Ricardo Melo,2021,5/9/2021,Public,,,,0
470021291,audio,Sitta europaea,Fernando Aranguren jimenez,2022,7/25/2022,Public,,,,0
401885011,audio,Sitta europaea,Jocce Ekström,2022,1/3/2022,Public,Call,,,3
567003781,audio,Sitta europaea,Satoshi Kanazawa,2023,5/4/2023,Public,,,,0
547768781,audio,Sitta europaea,João Tomás,2023,3/20/2023,Public,Call,,,4
357793941,audio,Sitta europaea,Anonymous,2021,7/30/2021,Public,,,,0
518538361,audio,Sitta europaea,Jérémy Calvo,2022,12/31/2022,Public,Call,Unknown – 1,,5
